SI,mei1,mei2,smi,meo1,meo2,smo,fc,el,image,image2
Sample-2902,180,260,3.88,70,300,6.62,0.2,-0.032,Sample-2902_image.tif,Sample-2902_image.jpg
Sample-2903,180,260,3.88,70,300,8,0.1,-0.052,Sample-2903_image.tif,Sample-2903_image.jpg
Sample-2904,180,260,3.88,70,300,8,0.2,-0.018,Sample-2904_image.tif,Sample-2904_image.jpg
Sample-2905,180,260,3.88,70,70,1.3,0.1,-0.08,Sample-2905_image.tif,Sample-2905_image.jpg
Sample-2906,180,260,3.88,70,70,1.3,0.2,-0.076,Sample-2906_image.tif,Sample-2906_image.jpg
Sample-2907,180,260,3.88,70,70,1.79,0.1,-0.074,Sample-2907_image.tif,Sample-2907_image.jpg
Sample-2908,180,260,3.88,70,70,1.79,0.2,0.003,Sample-2908_image.tif,Sample-2908_image.jpg
Sample-2909,180,260,3.88,70,70,6.62,0.1,-0.126,Sample-2909_image.tif,Sample-2909_image.jpg
Sample-290,100,180,4.812,180,103,1.3,0.2,0.297,Sample-290_image.tif,Sample-290_image.jpg
Sample-2910,180,260,3.88,70,70,6.62,0.2,-0.077,Sample-2910_image.tif,Sample-2910_image.jpg
Sample-2911,180,260,3.88,70,70,8,0.1,-0.118,Sample-2911_image.tif,Sample-2911_image.jpg
Sample-2912,180,260,3.88,70,70,8,0.2,-0.035,Sample-2912_image.tif,Sample-2912_image.jpg
Sample-2913,180,260,3.88,90,103,1.3,0.1,-0.076,Sample-2913_image.tif,Sample-2913_image.jpg
Sample-2914,180,260,3.88,90,103,1.3,0.2,-0.035,Sample-2914_image.tif,Sample-2914_image.jpg
Sample-2915,180,260,3.88,90,103,1.79,0.1,-0.129,Sample-2915_image.tif,Sample-2915_image.jpg
Sample-2916,180,260,3.88,90,103,1.79,0.2,-0.039,Sample-2916_image.tif,Sample-2916_image.jpg
Sample-2917,180,260,3.88,90,103,6.62,0.1,-0.08,Sample-2917_image.tif,Sample-2917_image.jpg
Sample-2918,180,260,3.88,90,103,6.62,0.2,0.051,Sample-2918_image.tif,Sample-2918_image.jpg
Sample-2919,180,260,3.88,90,103,8,0.1,-0.099,Sample-2919_image.tif,Sample-2919_image.jpg
Sample-291,100,180,4.812,180,103,1.79,0.1,0.092,Sample-291_image.tif,Sample-291_image.jpg
Sample-2920,180,260,3.88,90,103,8,0.2,-0.086,Sample-2920_image.tif,Sample-2920_image.jpg
Sample-2921,180,260,3.88,90,250,1.3,0.1,-0.093,Sample-2921_image.tif,Sample-2921_image.jpg
Sample-2922,180,260,3.88,90,250,1.3,0.2,0.031,Sample-2922_image.tif,Sample-2922_image.jpg
Sample-2923,180,260,3.88,90,250,1.79,0.1,-0.035,Sample-2923_image.tif,Sample-2923_image.jpg
Sample-2924,180,260,3.88,90,250,1.79,0.2,-0.021,Sample-2924_image.tif,Sample-2924_image.jpg
Sample-2925,180,260,3.88,90,250,6.62,0.1,-0.052,Sample-2925_image.tif,Sample-2925_image.jpg
Sample-2926,180,260,3.88,90,250,6.62,0.2,0.094,Sample-2926_image.tif,Sample-2926_image.jpg
Sample-2927,180,260,3.88,90,250,8,0.1,-0.05,Sample-2927_image.tif,Sample-2927_image.jpg
Sample-2928,180,260,3.88,90,250,8,0.2,-0.177,Sample-2928_image.tif,Sample-2928_image.jpg
Sample-2929,180,260,3.88,90,300,1.3,0.1,0.018,Sample-2929_image.tif,Sample-2929_image.jpg
Sample-292,100,180,4.812,180,103,1.79,0.2,0.326,Sample-292_image.tif,Sample-292_image.jpg
Sample-2930,180,260,3.88,90,300,1.3,0.2,-0.033,Sample-2930_image.tif,Sample-2930_image.jpg
Sample-2931,180,260,3.88,90,300,1.79,0.1,-0.049,Sample-2931_image.tif,Sample-2931_image.jpg
Sample-2932,180,260,3.88,90,300,1.79,0.2,-0.012,Sample-2932_image.tif,Sample-2932_image.jpg
Sample-2933,180,260,3.88,90,300,6.62,0.1,0.019,Sample-2933_image.tif,Sample-2933_image.jpg
Sample-2934,180,260,3.88,90,300,6.62,0.2,0.102,Sample-2934_image.tif,Sample-2934_image.jpg
Sample-2935,180,260,3.88,90,300,8,0.1,0.001,Sample-2935_image.tif,Sample-2935_image.jpg
Sample-2936,180,260,3.88,90,300,8,0.2,0.086,Sample-2936_image.tif,Sample-2936_image.jpg
Sample-2937,180,260,3.88,90,70,1.3,0.1,-0.084,Sample-2937_image.tif,Sample-2937_image.jpg
Sample-2938,180,260,3.88,90,70,1.3,0.2,-0.021,Sample-2938_image.tif,Sample-2938_image.jpg
Sample-2939,180,260,3.88,90,70,1.79,0.1,-0.069,Sample-2939_image.tif,Sample-2939_image.jpg
Sample-293,100,180,4.812,180,103,6.62,0.1,-0.058,Sample-293_image.tif,Sample-293_image.jpg
Sample-2940,180,260,3.88,90,70,1.79,0.2,-0.054,Sample-2940_image.tif,Sample-2940_image.jpg
Sample-2941,180,260,3.88,90,70,6.62,0.1,-0.153,Sample-2941_image.tif,Sample-2941_image.jpg
Sample-2942,180,260,3.88,90,70,6.62,0.2,-0.114,Sample-2942_image.tif,Sample-2942_image.jpg
Sample-2943,180,260,3.88,90,70,8,0.1,-0.108,Sample-2943_image.tif,Sample-2943_image.jpg
Sample-2944,180,260,3.88,90,70,8,0.2,-0.021,Sample-2944_image.tif,Sample-2944_image.jpg
Sample-2945,180,260,4.812,150,103,1.3,0.1,-0.018,Sample-2945_image.tif,Sample-2945_image.jpg
Sample-2946,180,260,4.812,150,103,1.3,0.2,0.014,Sample-2946_image.tif,Sample-2946_image.jpg
Sample-2947,180,260,4.812,150,103,1.79,0.1,-0.076,Sample-2947_image.tif,Sample-2947_image.jpg
Sample-2948,180,260,4.812,150,103,1.79,0.2,-0.011,Sample-2948_image.tif,Sample-2948_image.jpg
Sample-2949,180,260,4.812,150,103,6.62,0.1,-0.047,Sample-2949_image.tif,Sample-2949_image.jpg
Sample-294,100,180,4.812,180,103,6.62,0.2,0.346,Sample-294_image.tif,Sample-294_image.jpg
Sample-2950,180,260,4.812,150,103,6.62,0.2,0.007,Sample-2950_image.tif,Sample-2950_image.jpg
Sample-2951,180,260,4.812,150,103,8,0.1,-0.049,Sample-2951_image.tif,Sample-2951_image.jpg
Sample-2952,180,260,4.812,150,103,8,0.2,-0.008,Sample-2952_image.tif,Sample-2952_image.jpg
Sample-2953,180,260,4.812,150,250,1.3,0.1,-0.015,Sample-2953_image.tif,Sample-2953_image.jpg
Sample-2954,180,260,4.812,150,250,1.3,0.2,-0.07,Sample-2954_image.tif,Sample-2954_image.jpg
Sample-2955,180,260,4.812,150,250,1.79,0.1,0.015,Sample-2955_image.tif,Sample-2955_image.jpg
Sample-2956,180,260,4.812,150,250,1.79,0.2,-0.108,Sample-2956_image.tif,Sample-2956_image.jpg
Sample-2957,180,260,4.812,150,250,6.62,0.1,0.025,Sample-2957_image.tif,Sample-2957_image.jpg
Sample-2958,180,260,4.812,150,250,6.62,0.2,0.013,Sample-2958_image.tif,Sample-2958_image.jpg
Sample-2959,180,260,4.812,150,250,8,0.1,-0.028,Sample-2959_image.tif,Sample-2959_image.jpg
Sample-295,100,180,4.812,180,103,8,0.1,-0.024,Sample-295_image.tif,Sample-295_image.jpg
Sample-2960,180,260,4.812,150,250,8,0.2,0.023,Sample-2960_image.tif,Sample-2960_image.jpg
Sample-2961,180,260,4.812,150,300,1.3,0.1,-0.025,Sample-2961_image.tif,Sample-2961_image.jpg
Sample-2962,180,260,4.812,150,300,1.3,0.2,0.025,Sample-2962_image.tif,Sample-2962_image.jpg
Sample-2963,180,260,4.812,150,300,1.79,0.1,-0.015,Sample-2963_image.tif,Sample-2963_image.jpg
Sample-2964,180,260,4.812,150,300,1.79,0.2,0.047,Sample-2964_image.tif,Sample-2964_image.jpg
Sample-2965,180,260,4.812,150,300,6.62,0.1,-0.016,Sample-2965_image.tif,Sample-2965_image.jpg
Sample-2966,180,260,4.812,150,300,6.62,0.2,0.041,Sample-2966_image.tif,Sample-2966_image.jpg
Sample-2967,180,260,4.812,150,300,8,0.1,0.03,Sample-2967_image.tif,Sample-2967_image.jpg
Sample-2968,180,260,4.812,150,300,8,0.2,0.025,Sample-2968_image.tif,Sample-2968_image.jpg
Sample-2969,180,260,4.812,150,70,1.3,0.1,-0.038,Sample-2969_image.tif,Sample-2969_image.jpg
Sample-296,100,180,4.812,180,103,8,0.2,0.306,Sample-296_image.tif,Sample-296_image.jpg
Sample-2970,180,260,4.812,150,70,1.3,0.2,-0.006,Sample-2970_image.tif,Sample-2970_image.jpg
Sample-2971,180,260,4.812,150,70,1.79,0.1,-0.05,Sample-2971_image.tif,Sample-2971_image.jpg
Sample-2972,180,260,4.812,150,70,1.79,0.2,-0.005,Sample-2972_image.tif,Sample-2972_image.jpg
Sample-2973,180,260,4.812,150,70,6.62,0.1,-0.127,Sample-2973_image.tif,Sample-2973_image.jpg
Sample-2974,180,260,4.812,150,70,6.62,0.2,-0.004,Sample-2974_image.tif,Sample-2974_image.jpg
Sample-2975,180,260,4.812,150,70,8,0.1,-0.07,Sample-2975_image.tif,Sample-2975_image.jpg
Sample-2976,180,260,4.812,150,70,8,0.2,0.002,Sample-2976_image.tif,Sample-2976_image.jpg
Sample-2977,180,260,4.812,180,103,1.3,0.1,-0.038,Sample-2977_image.tif,Sample-2977_image.jpg
Sample-2978,180,260,4.812,180,103,1.3,0.2,0.005,Sample-2978_image.tif,Sample-2978_image.jpg
Sample-2979,180,260,4.812,180,103,1.79,0.1,-0.027,Sample-2979_image.tif,Sample-2979_image.jpg
Sample-297,100,180,4.812,180,250,1.3,0.1,-0.101,Sample-297_image.tif,Sample-297_image.jpg
Sample-2980,180,260,4.812,180,103,1.79,0.2,0.022,Sample-2980_image.tif,Sample-2980_image.jpg
Sample-2981,180,260,4.812,180,103,6.62,0.1,-0.011,Sample-2981_image.tif,Sample-2981_image.jpg
Sample-2982,180,260,4.812,180,103,6.62,0.2,0.008,Sample-2982_image.tif,Sample-2982_image.jpg
Sample-2983,180,260,4.812,180,103,8,0.1,-0.017,Sample-2983_image.tif,Sample-2983_image.jpg
Sample-2984,180,260,4.812,180,103,8,0.2,0.09,Sample-2984_image.tif,Sample-2984_image.jpg
Sample-2985,180,260,4.812,180,250,1.3,0.1,0.031,Sample-2985_image.tif,Sample-2985_image.jpg
Sample-2986,180,260,4.812,180,250,1.3,0.2,0.027,Sample-2986_image.tif,Sample-2986_image.jpg
Sample-2987,180,260,4.812,180,250,1.79,0.1,-0.012,Sample-2987_image.tif,Sample-2987_image.jpg
Sample-2988,180,260,4.812,180,250,1.79,0.2,0.131,Sample-2988_image.tif,Sample-2988_image.jpg
Sample-2989,180,260,4.812,180,250,6.62,0.1,0.041,Sample-2989_image.tif,Sample-2989_image.jpg
Sample-298,100,180,4.812,180,250,1.3,0.2,0.219,Sample-298_image.tif,Sample-298_image.jpg
Sample-2990,180,260,4.812,180,250,6.62,0.2,0.038,Sample-2990_image.tif,Sample-2990_image.jpg
Sample-2991,180,260,4.812,180,250,8,0.1,-0.057,Sample-2991_image.tif,Sample-2991_image.jpg
Sample-2992,180,260,4.812,180,250,8,0.2,0.008,Sample-2992_image.tif,Sample-2992_image.jpg
Sample-2993,180,260,4.812,180,300,1.3,0.1,0.051,Sample-2993_image.tif,Sample-2993_image.jpg
Sample-2994,180,260,4.812,180,300,1.3,0.2,0.042,Sample-2994_image.tif,Sample-2994_image.jpg
Sample-2995,180,260,4.812,180,300,1.79,0.1,0.131,Sample-2995_image.tif,Sample-2995_image.jpg
Sample-2996,180,260,4.812,180,300,1.79,0.2,0.136,Sample-2996_image.tif,Sample-2996_image.jpg
Sample-2997,180,260,4.812,180,300,6.62,0.1,0.098,Sample-2997_image.tif,Sample-2997_image.jpg
Sample-2998,180,260,4.812,180,300,6.62,0.2,0.069,Sample-2998_image.tif,Sample-2998_image.jpg
Sample-2999,180,260,4.812,180,300,8,0.1,-0.021,Sample-2999_image.tif,Sample-2999_image.jpg
Sample-299,100,180,4.812,180,250,1.79,0.1,-0.062,Sample-299_image.tif,Sample-299_image.jpg
Sample-29,100,180,2.807,150,70,6.62,0.1,0.153,Sample-29_image.tif,Sample-29_image.jpg
Sample-2,100,180,2.807,150,103,1.3,0.2,0.419,Sample-2_image.tif,Sample-2_image.jpg
Sample-3000,180,260,4.812,180,300,8,0.2,0.083,Sample-3000_image.tif,Sample-3000_image.jpg
Sample-3001,180,260,4.812,180,70,1.3,0.1,-0.07,Sample-3001_image.tif,Sample-3001_image.jpg
Sample-3002,180,260,4.812,180,70,1.3,0.2,0.018,Sample-3002_image.tif,Sample-3002_image.jpg
Sample-3003,180,260,4.812,180,70,1.79,0.1,-0.039,Sample-3003_image.tif,Sample-3003_image.jpg
Sample-3004,180,260,4.812,180,70,1.79,0.2,0.037,Sample-3004_image.tif,Sample-3004_image.jpg
Sample-3005,180,260,4.812,180,70,6.62,0.1,-0.022,Sample-3005_image.tif,Sample-3005_image.jpg
Sample-3006,180,260,4.812,180,70,6.62,0.2,0.013,Sample-3006_image.tif,Sample-3006_image.jpg
Sample-3007,180,260,4.812,180,70,8,0.1,0.016,Sample-3007_image.tif,Sample-3007_image.jpg
Sample-3008,180,260,4.812,180,70,8,0.2,0.027,Sample-3008_image.tif,Sample-3008_image.jpg
Sample-3009,180,260,4.812,70,103,1.3,0.1,-0.105,Sample-3009_image.tif,Sample-3009_image.jpg
Sample-300,100,180,4.812,180,250,1.79,0.2,0.112,Sample-300_image.tif,Sample-300_image.jpg
Sample-3010,180,260,4.812,70,103,1.3,0.2,-0.038,Sample-3010_image.tif,Sample-3010_image.jpg
Sample-3011,180,260,4.812,70,103,1.79,0.1,-0.061,Sample-3011_image.tif,Sample-3011_image.jpg
Sample-3012,180,260,4.812,70,103,1.79,0.2,0.016,Sample-3012_image.tif,Sample-3012_image.jpg
Sample-3013,180,260,4.812,70,103,6.62,0.1,-0.102,Sample-3013_image.tif,Sample-3013_image.jpg
Sample-3014,180,260,4.812,70,103,6.62,0.2,-0.057,Sample-3014_image.tif,Sample-3014_image.jpg
Sample-3015,180,260,4.812,70,103,8,0.1,-0.075,Sample-3015_image.tif,Sample-3015_image.jpg
Sample-3016,180,260,4.812,70,103,8,0.2,0.016,Sample-3016_image.tif,Sample-3016_image.jpg
Sample-3017,180,260,4.812,70,250,1.3,0.1,-0.113,Sample-3017_image.tif,Sample-3017_image.jpg
Sample-3018,180,260,4.812,70,250,1.3,0.2,-0.226,Sample-3018_image.tif,Sample-3018_image.jpg
Sample-3019,180,260,4.812,70,250,1.79,0.1,-0.053,Sample-3019_image.tif,Sample-3019_image.jpg
Sample-301,100,180,4.812,180,250,6.62,0.1,0.055,Sample-301_image.tif,Sample-301_image.jpg
Sample-3020,180,260,4.812,70,250,1.79,0.2,-0.093,Sample-3020_image.tif,Sample-3020_image.jpg
Sample-3021,180,260,4.812,70,250,6.62,0.1,0.034,Sample-3021_image.tif,Sample-3021_image.jpg
Sample-3022,180,260,4.812,70,250,6.62,0.2,-0.011,Sample-3022_image.tif,Sample-3022_image.jpg
Sample-3023,180,260,4.812,70,250,8,0.1,-0.128,Sample-3023_image.tif,Sample-3023_image.jpg
Sample-3024,180,260,4.812,70,250,8,0.2,0.004,Sample-3024_image.tif,Sample-3024_image.jpg
Sample-3025,180,260,4.812,70,300,1.3,0.1,0.037,Sample-3025_image.tif,Sample-3025_image.jpg
Sample-3026,180,260,4.812,70,300,1.3,0.2,-0.283,Sample-3026_image.tif,Sample-3026_image.jpg
Sample-3027,180,260,4.812,70,300,1.79,0.1,-0.126,Sample-3027_image.tif,Sample-3027_image.jpg
Sample-3028,180,260,4.812,70,300,1.79,0.2,-0.163,Sample-3028_image.tif,Sample-3028_image.jpg
Sample-3029,180,260,4.812,70,300,6.62,0.1,-0.041,Sample-3029_image.tif,Sample-3029_image.jpg
Sample-302,100,180,4.812,180,250,6.62,0.2,0.212,Sample-302_image.tif,Sample-302_image.jpg
Sample-3030,180,260,4.812,70,300,6.62,0.2,-0.173,Sample-3030_image.tif,Sample-3030_image.jpg
Sample-3031,180,260,4.812,70,300,8,0.1,-0.056,Sample-3031_image.tif,Sample-3031_image.jpg
Sample-3032,180,260,4.812,70,300,8,0.2,-0.283,Sample-3032_image.tif,Sample-3032_image.jpg
Sample-3033,180,260,4.812,70,70,1.3,0.1,-0.084,Sample-3033_image.tif,Sample-3033_image.jpg
Sample-3034,180,260,4.812,70,70,1.3,0.2,-0.063,Sample-3034_image.tif,Sample-3034_image.jpg
Sample-3035,180,260,4.812,70,70,1.79,0.1,-0.125,Sample-3035_image.tif,Sample-3035_image.jpg
Sample-3036,180,260,4.812,70,70,1.79,0.2,0.034,Sample-3036_image.tif,Sample-3036_image.jpg
Sample-3037,180,260,4.812,70,70,6.62,0.1,-0.151,Sample-3037_image.tif,Sample-3037_image.jpg
Sample-3038,180,260,4.812,70,70,6.62,0.2,-0.208,Sample-3038_image.tif,Sample-3038_image.jpg
Sample-3039,180,260,4.812,70,70,8,0.1,-0.096,Sample-3039_image.tif,Sample-3039_image.jpg
Sample-303,100,180,4.812,180,250,8,0.1,-0.096,Sample-303_image.tif,Sample-303_image.jpg
Sample-3040,180,260,4.812,70,70,8,0.2,-0.065,Sample-3040_image.tif,Sample-3040_image.jpg
Sample-3041,180,260,4.812,90,103,1.3,0.1,-0.074,Sample-3041_image.tif,Sample-3041_image.jpg
Sample-3042,180,260,4.812,90,103,1.3,0.2,-0.01,Sample-3042_image.tif,Sample-3042_image.jpg
Sample-3043,180,260,4.812,90,103,1.79,0.1,-0.042,Sample-3043_image.tif,Sample-3043_image.jpg
Sample-3044,180,260,4.812,90,103,1.79,0.2,-0.028,Sample-3044_image.tif,Sample-3044_image.jpg
Sample-3045,180,260,4.812,90,103,6.62,0.1,-0.12,Sample-3045_image.tif,Sample-3045_image.jpg
Sample-3046,180,260,4.812,90,103,6.62,0.2,0.024,Sample-3046_image.tif,Sample-3046_image.jpg
Sample-3047,180,260,4.812,90,103,8,0.1,-0.098,Sample-3047_image.tif,Sample-3047_image.jpg
Sample-3048,180,260,4.812,90,103,8,0.2,0.033,Sample-3048_image.tif,Sample-3048_image.jpg
Sample-3049,180,260,4.812,90,250,1.3,0.1,-0.12,Sample-3049_image.tif,Sample-3049_image.jpg
Sample-304,100,180,4.812,180,250,8,0.2,0.159,Sample-304_image.tif,Sample-304_image.jpg
Sample-3050,180,260,4.812,90,250,1.3,0.2,-0.01,Sample-3050_image.tif,Sample-3050_image.jpg
Sample-3051,180,260,4.812,90,250,1.79,0.1,-0.082,Sample-3051_image.tif,Sample-3051_image.jpg
Sample-3052,180,260,4.812,90,250,1.79,0.2,-0.013,Sample-3052_image.tif,Sample-3052_image.jpg
Sample-3053,180,260,4.812,90,250,6.62,0.1,-0.061,Sample-3053_image.tif,Sample-3053_image.jpg
Sample-3054,180,260,4.812,90,250,6.62,0.2,-0.035,Sample-3054_image.tif,Sample-3054_image.jpg
Sample-3055,180,260,4.812,90,250,8,0.1,-0.043,Sample-3055_image.tif,Sample-3055_image.jpg
Sample-3056,180,260,4.812,90,250,8,0.2,-0.108,Sample-3056_image.tif,Sample-3056_image.jpg
Sample-3057,180,260,4.812,90,300,1.3,0.1,0.035,Sample-3057_image.tif,Sample-3057_image.jpg
Sample-3058,180,260,4.812,90,300,1.3,0.2,-0.043,Sample-3058_image.tif,Sample-3058_image.jpg
Sample-3059,180,260,4.812,90,300,1.79,0.1,0.016,Sample-3059_image.tif,Sample-3059_image.jpg
Sample-305,100,180,4.812,180,300,1.3,0.1,0.069,Sample-305_image.tif,Sample-305_image.jpg
Sample-3060,180,260,4.812,90,300,1.79,0.2,0.034,Sample-3060_image.tif,Sample-3060_image.jpg
Sample-3061,180,260,4.812,90,300,6.62,0.1,-0.051,Sample-3061_image.tif,Sample-3061_image.jpg
Sample-3062,180,260,4.812,90,300,6.62,0.2,0.038,Sample-3062_image.tif,Sample-3062_image.jpg
Sample-3063,180,260,4.812,90,300,8,0.1,-0.03,Sample-3063_image.tif,Sample-3063_image.jpg
Sample-3064,180,260,4.812,90,300,8,0.2,-0.015,Sample-3064_image.tif,Sample-3064_image.jpg
Sample-3065,180,260,4.812,90,70,1.3,0.1,-0.115,Sample-3065_image.tif,Sample-3065_image.jpg
Sample-3066,180,260,4.812,90,70,1.3,0.2,0.005,Sample-3066_image.tif,Sample-3066_image.jpg
Sample-3067,180,260,4.812,90,70,1.79,0.1,-0.166,Sample-3067_image.tif,Sample-3067_image.jpg
Sample-3068,180,260,4.812,90,70,1.79,0.2,-0.019,Sample-3068_image.tif,Sample-3068_image.jpg
Sample-3069,180,260,4.812,90,70,6.62,0.1,-0.143,Sample-3069_image.tif,Sample-3069_image.jpg
Sample-306,100,180,4.812,180,300,1.3,0.2,0.235,Sample-306_image.tif,Sample-306_image.jpg
Sample-3070,180,260,4.812,90,70,6.62,0.2,-0.077,Sample-3070_image.tif,Sample-3070_image.jpg
Sample-3071,180,260,4.812,90,70,8,0.1,-0.011,Sample-3071_image.tif,Sample-3071_image.jpg
Sample-3072,180,260,4.812,90,70,8,0.2,-0.046,Sample-3072_image.tif,Sample-3072_image.jpg
Sample-3073,180,340,2.807,150,103,1.3,0.1,-0.057,Sample-3073_image.tif,Sample-3073_image.jpg
Sample-3074,180,340,2.807,150,103,1.3,0.2,0.025,Sample-3074_image.tif,Sample-3074_image.jpg
Sample-3075,180,340,2.807,150,103,1.79,0.1,-0.103,Sample-3075_image.tif,Sample-3075_image.jpg
Sample-3076,180,340,2.807,150,103,1.79,0.2,0.013,Sample-3076_image.tif,Sample-3076_image.jpg
Sample-3077,180,340,2.807,150,103,6.62,0.1,-0.072,Sample-3077_image.tif,Sample-3077_image.jpg
Sample-3078,180,340,2.807,150,103,6.62,0.2,0.018,Sample-3078_image.tif,Sample-3078_image.jpg
Sample-3079,180,340,2.807,150,103,8,0.1,-0.088,Sample-3079_image.tif,Sample-3079_image.jpg
Sample-307,100,180,4.812,180,300,1.79,0.1,0.119,Sample-307_image.tif,Sample-307_image.jpg
Sample-3080,180,340,2.807,150,103,8,0.2,-0.02,Sample-3080_image.tif,Sample-3080_image.jpg
Sample-3081,180,340,2.807,150,250,1.3,0.1,0.044,Sample-3081_image.tif,Sample-3081_image.jpg
Sample-3082,180,340,2.807,150,250,1.3,0.2,0.098,Sample-3082_image.tif,Sample-3082_image.jpg
Sample-3083,180,340,2.807,150,250,1.79,0.1,0.005,Sample-3083_image.tif,Sample-3083_image.jpg
Sample-3084,180,340,2.807,150,250,1.79,0.2,0.157,Sample-3084_image.tif,Sample-3084_image.jpg
Sample-3085,180,340,2.807,150,250,6.62,0.1,0.005,Sample-3085_image.tif,Sample-3085_image.jpg
Sample-3086,180,340,2.807,150,250,6.62,0.2,0.2,Sample-3086_image.tif,Sample-3086_image.jpg
Sample-3087,180,340,2.807,150,250,8,0.1,0.012,Sample-3087_image.tif,Sample-3087_image.jpg
Sample-3088,180,340,2.807,150,250,8,0.2,0.087,Sample-3088_image.tif,Sample-3088_image.jpg
Sample-3089,180,340,2.807,150,300,1.3,0.1,0.004,Sample-3089_image.tif,Sample-3089_image.jpg
Sample-308,100,180,4.812,180,300,1.79,0.2,0.278,Sample-308_image.tif,Sample-308_image.jpg
Sample-3090,180,340,2.807,150,300,1.3,0.2,0.092,Sample-3090_image.tif,Sample-3090_image.jpg
Sample-3091,180,340,2.807,150,300,1.79,0.1,0.045,Sample-3091_image.tif,Sample-3091_image.jpg
Sample-3092,180,340,2.807,150,300,1.79,0.2,1.173,Sample-3092_image.tif,Sample-3092_image.jpg
Sample-3093,180,340,2.807,150,300,6.62,0.1,0.047,Sample-3093_image.tif,Sample-3093_image.jpg
Sample-3094,180,340,2.807,150,300,6.62,0.2,0.041,Sample-3094_image.tif,Sample-3094_image.jpg
Sample-3095,180,340,2.807,150,300,8,0.1,-0.014,Sample-3095_image.tif,Sample-3095_image.jpg
Sample-3096,180,340,2.807,150,300,8,0.2,0.109,Sample-3096_image.tif,Sample-3096_image.jpg
Sample-3097,180,340,2.807,150,70,1.3,0.1,-0.024,Sample-3097_image.tif,Sample-3097_image.jpg
Sample-3098,180,340,2.807,150,70,1.3,0.2,0.035,Sample-3098_image.tif,Sample-3098_image.jpg
Sample-3099,180,340,2.807,150,70,1.79,0.1,0.005,Sample-3099_image.tif,Sample-3099_image.jpg
Sample-309,100,180,4.812,180,300,6.62,0.1,0.275,Sample-309_image.tif,Sample-309_image.jpg
Sample-30,100,180,2.807,150,70,6.62,0.2,0.414,Sample-30_image.tif,Sample-30_image.jpg
Sample-3100,180,340,2.807,150,70,1.79,0.2,0.023,Sample-3100_image.tif,Sample-3100_image.jpg
Sample-3101,180,340,2.807,150,70,6.62,0.1,-0.027,Sample-3101_image.tif,Sample-3101_image.jpg
Sample-3102,180,340,2.807,150,70,6.62,0.2,0.165,Sample-3102_image.tif,Sample-3102_image.jpg
Sample-3103,180,340,2.807,150,70,8,0.1,-0.048,Sample-3103_image.tif,Sample-3103_image.jpg
Sample-3104,180,340,2.807,150,70,8,0.2,0.075,Sample-3104_image.tif,Sample-3104_image.jpg
Sample-3105,180,340,2.807,180,103,1.3,0.1,-0.042,Sample-3105_image.tif,Sample-3105_image.jpg
Sample-3106,180,340,2.807,180,103,1.3,0.2,0.04,Sample-3106_image.tif,Sample-3106_image.jpg
Sample-3107,180,340,2.807,180,103,1.79,0.1,0.006,Sample-3107_image.tif,Sample-3107_image.jpg
Sample-3108,180,340,2.807,180,103,1.79,0.2,0.042,Sample-3108_image.tif,Sample-3108_image.jpg
Sample-3109,180,340,2.807,180,103,6.62,0.1,0.023,Sample-3109_image.tif,Sample-3109_image.jpg
Sample-310,100,180,4.812,180,300,6.62,0.2,0.277,Sample-310_image.tif,Sample-310_image.jpg
Sample-3110,180,340,2.807,180,103,6.62,0.2,0.022,Sample-3110_image.tif,Sample-3110_image.jpg
Sample-3111,180,340,2.807,180,103,8,0.1,0.017,Sample-3111_image.tif,Sample-3111_image.jpg
Sample-3112,180,340,2.807,180,103,8,0.2,0.015,Sample-3112_image.tif,Sample-3112_image.jpg
Sample-3113,180,340,2.807,180,250,1.3,0.1,0.008,Sample-3113_image.tif,Sample-3113_image.jpg
Sample-3114,180,340,2.807,180,250,1.3,0.2,0.134,Sample-3114_image.tif,Sample-3114_image.jpg
Sample-3115,180,340,2.807,180,250,1.79,0.1,0.065,Sample-3115_image.tif,Sample-3115_image.jpg
Sample-3116,180,340,2.807,180,250,1.79,0.2,-0.084,Sample-3116_image.tif,Sample-3116_image.jpg
Sample-3117,180,340,2.807,180,250,6.62,0.1,0.017,Sample-3117_image.tif,Sample-3117_image.jpg
Sample-3118,180,340,2.807,180,250,6.62,0.2,0.029,Sample-3118_image.tif,Sample-3118_image.jpg
Sample-3119,180,340,2.807,180,250,8,0.1,0.015,Sample-3119_image.tif,Sample-3119_image.jpg
Sample-311,100,180,4.812,180,300,8,0.1,0.23,Sample-311_image.tif,Sample-311_image.jpg
Sample-3120,180,340,2.807,180,250,8,0.2,0.122,Sample-3120_image.tif,Sample-3120_image.jpg
