id,MoE-Inner-Warp,MoE-Inner-Weft,SM-Inner,MoE-Outer-Warp,MoE-Outer-Weft,SM-Outer,Friction Coefficient,Axial Load,Pre-strain,sample,Bunching (mm),image-front,image-s1,image-s2
1962,100,180,3.88,90,70,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-430,43.11216071,sample-430_FrontView.jpg,sample-430_SideView_1.jpg,sample-430_SideView_2.jpg
1963,100,180,3.88,90,70,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-431,0.69918045,sample-431_FrontView.jpg,sample-431_SideView_1.jpg,sample-431_SideView_2.jpg
1964,100,180,3.88,90,70,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-432,3.434979839,sample-432_FrontView.jpg,sample-432_SideView_1.jpg,sample-432_SideView_2.jpg
1965,100,180,3.88,90,70,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-433,33.42500262,sample-433_FrontView.jpg,sample-433_SideView_1.jpg,sample-433_SideView_2.jpg
1966,100,180,3.88,90,70,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-434,0.572279791,sample-434_FrontView.jpg,sample-434_SideView_1.jpg,sample-434_SideView_2.jpg
1967,100,180,3.88,90,70,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-435,3.592148942,sample-435_FrontView.jpg,sample-435_SideView_1.jpg,sample-435_SideView_2.jpg
1968,100,260,3.128,150,103,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-436,27.79783457,sample-436_FrontView.jpg,sample-436_SideView_1.jpg,sample-436_SideView_2.jpg
1969,100,260,3.128,150,103,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-437,0.61032982,sample-437_FrontView.jpg,sample-437_SideView_1.jpg,sample-437_SideView_2.jpg
1970,100,260,3.128,150,103,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-438,0.883411697,sample-438_FrontView.jpg,sample-438_SideView_1.jpg,sample-438_SideView_2.jpg
1971,100,260,3.128,150,103,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-439,27.6433855,sample-439_FrontView.jpg,sample-439_SideView_1.jpg,sample-439_SideView_2.jpg
1972,100,180,3.128,150,250,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-44,0.729445199,sample-44_FrontView.jpg,sample-44_SideView_1.jpg,sample-44_SideView_2.jpg
1973,100,260,3.128,150,103,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-440,0.643971105,sample-440_FrontView.jpg,sample-440_SideView_1.jpg,sample-440_SideView_2.jpg
1974,100,260,3.128,150,103,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-441,1.062312769,sample-441_FrontView.jpg,sample-441_SideView_1.jpg,sample-441_SideView_2.jpg
1975,100,260,3.128,150,103,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-442,8.056720167,sample-442_FrontView.jpg,sample-442_SideView_1.jpg,sample-442_SideView_2.jpg
1976,100,260,3.128,150,103,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-443,0.5382801,sample-443_FrontView.jpg,sample-443_SideView_1.jpg,sample-443_SideView_2.jpg
1977,100,260,3.128,150,103,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-444,0.743541179,sample-444_FrontView.jpg,sample-444_SideView_1.jpg,sample-444_SideView_2.jpg
1978,100,260,3.128,150,103,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-445,8.201413341,sample-445_FrontView.jpg,sample-445_SideView_1.jpg,sample-445_SideView_2.jpg
1979,100,260,3.128,150,103,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-446,0.54521683,sample-446_FrontView.jpg,sample-446_SideView_1.jpg,sample-446_SideView_2.jpg
1980,100,260,3.128,150,103,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-447,0.817767714,sample-447_FrontView.jpg,sample-447_SideView_1.jpg,sample-447_SideView_2.jpg
1981,100,260,3.128,150,103,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-448,51.68818909,sample-448_FrontView.jpg,sample-448_SideView_1.jpg,sample-448_SideView_2.jpg
1982,100,260,3.128,150,103,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-449,0.622398378,sample-449_FrontView.jpg,sample-449_SideView_1.jpg,sample-449_SideView_2.jpg
1983,100,180,3.128,150,250,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-45,0.779011938,sample-45_FrontView.jpg,sample-45_SideView_1.jpg,sample-45_SideView_2.jpg
1984,100,260,3.128,150,103,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-450,0.914761111,sample-450_FrontView.jpg,sample-450_SideView_1.jpg,sample-450_SideView_2.jpg
1985,100,260,3.128,150,103,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-451,44.78635404,sample-451_FrontView.jpg,sample-451_SideView_1.jpg,sample-451_SideView_2.jpg
1986,100,260,3.128,150,103,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-452,0.519141866,sample-452_FrontView.jpg,sample-452_SideView_1.jpg,sample-452_SideView_2.jpg
1987,100,260,3.128,150,103,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-453,1.008767641,sample-453_FrontView.jpg,sample-453_SideView_1.jpg,sample-453_SideView_2.jpg
1988,100,260,3.128,150,103,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-454,16.273731,sample-454_FrontView.jpg,sample-454_SideView_1.jpg,sample-454_SideView_2.jpg
1989,100,260,3.128,150,103,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-455,0.440629343,sample-455_FrontView.jpg,sample-455_SideView_1.jpg,sample-455_SideView_2.jpg
1990,100,260,3.128,150,103,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-456,0.832598705,sample-456_FrontView.jpg,sample-456_SideView_1.jpg,sample-456_SideView_2.jpg
1991,100,260,3.128,150,103,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-457,17.3912484,sample-457_FrontView.jpg,sample-457_SideView_1.jpg,sample-457_SideView_2.jpg
1992,100,260,3.128,150,103,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-458,0.485941814,sample-458_FrontView.jpg,sample-458_SideView_1.jpg,sample-458_SideView_2.jpg
1993,100,260,3.128,150,103,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-459,0.776884205,sample-459_FrontView.jpg,sample-459_SideView_1.jpg,sample-459_SideView_2.jpg
1994,100,180,3.128,150,250,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-46,48.69014006,sample-46_FrontView.jpg,sample-46_SideView_1.jpg,sample-46_SideView_2.jpg
1995,100,260,3.128,150,250,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-460,26.89402434,sample-460_FrontView.jpg,sample-460_SideView_1.jpg,sample-460_SideView_2.jpg
1996,100,260,3.128,150,250,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-461,0.872513933,sample-461_FrontView.jpg,sample-461_SideView_1.jpg,sample-461_SideView_2.jpg
1997,100,260,3.128,150,250,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-462,0.979563648,sample-462_FrontView.jpg,sample-462_SideView_1.jpg,sample-462_SideView_2.jpg
1998,100,260,3.128,150,250,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-463,24.61843512,sample-463_FrontView.jpg,sample-463_SideView_1.jpg,sample-463_SideView_2.jpg
1999,100,260,3.128,150,250,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-464,0.690999746,sample-464_FrontView.jpg,sample-464_SideView_1.jpg,sample-464_SideView_2.jpg
2000,100,260,3.128,150,250,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-465,0.922221268,sample-465_FrontView.jpg,sample-465_SideView_1.jpg,sample-465_SideView_2.jpg
2001,100,260,3.128,150,250,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-466,9.675289771,sample-466_FrontView.jpg,sample-466_SideView_1.jpg,sample-466_SideView_2.jpg
2002,100,260,3.128,150,250,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-467,0.575074718,sample-467_FrontView.jpg,sample-467_SideView_1.jpg,sample-467_SideView_2.jpg
2003,100,260,3.128,150,250,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-468,1.077551577,sample-468_FrontView.jpg,sample-468_SideView_1.jpg,sample-468_SideView_2.jpg
2004,100,260,3.128,150,250,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-469,11.09461793,sample-469_FrontView.jpg,sample-469_SideView_1.jpg,sample-469_SideView_2.jpg
2005,100,180,3.128,150,250,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-47,0.542774794,sample-47_FrontView.jpg,sample-47_SideView_1.jpg,sample-47_SideView_2.jpg
2006,100,260,3.128,150,250,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-470,0.662596314,sample-470_FrontView.jpg,sample-470_SideView_1.jpg,sample-470_SideView_2.jpg
2007,100,260,3.128,150,250,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-471,1.074107419,sample-471_FrontView.jpg,sample-471_SideView_1.jpg,sample-471_SideView_2.jpg
2008,100,260,3.128,150,250,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-472,21.35259179,sample-472_FrontView.jpg,sample-472_SideView_1.jpg,sample-472_SideView_2.jpg
2009,100,260,3.128,150,250,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-473,0.817107376,sample-473_FrontView.jpg,sample-473_SideView_1.jpg,sample-473_SideView_2.jpg
2010,100,260,3.128,150,250,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-474,0.750160673,sample-474_FrontView.jpg,sample-474_SideView_1.jpg,sample-474_SideView_2.jpg
2011,100,260,3.128,150,250,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-475,20.28109001,sample-475_FrontView.jpg,sample-475_SideView_1.jpg,sample-475_SideView_2.jpg
2012,100,260,3.128,150,250,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-476,0.859899752,sample-476_FrontView.jpg,sample-476_SideView_1.jpg,sample-476_SideView_2.jpg
2013,100,260,3.128,150,250,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-477,0.765999352,sample-477_FrontView.jpg,sample-477_SideView_1.jpg,sample-477_SideView_2.jpg
2014,100,260,3.128,150,250,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-478,11.42617656,sample-478_FrontView.jpg,sample-478_SideView_1.jpg,sample-478_SideView_2.jpg
2015,100,260,3.128,150,250,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-479,0.595925372,sample-479_FrontView.jpg,sample-479_SideView_1.jpg,sample-479_SideView_2.jpg
2016,100,180,3.128,150,250,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-48,0.885133152,sample-48_FrontView.jpg,sample-48_SideView_1.jpg,sample-48_SideView_2.jpg
2017,100,260,3.128,150,250,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-480,0.96988278,sample-480_FrontView.jpg,sample-480_SideView_1.jpg,sample-480_SideView_2.jpg
2018,100,260,3.128,150,250,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-481,7.896401319,sample-481_FrontView.jpg,sample-481_SideView_1.jpg,sample-481_SideView_2.jpg
2019,100,260,3.128,150,250,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-482,0.542677974,sample-482_FrontView.jpg,sample-482_SideView_1.jpg,sample-482_SideView_2.jpg
2020,100,260,3.128,150,250,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-483,0.927168119,sample-483_FrontView.jpg,sample-483_SideView_1.jpg,sample-483_SideView_2.jpg
2021,100,260,3.128,150,70,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-484,35.46200154,sample-484_FrontView.jpg,sample-484_SideView_1.jpg,sample-484_SideView_2.jpg
2022,100,260,3.128,150,70,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-485,0.747394833,sample-485_FrontView.jpg,sample-485_SideView_1.jpg,sample-485_SideView_2.jpg
2023,100,260,3.128,150,70,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-486,0.782387862,sample-486_FrontView.jpg,sample-486_SideView_1.jpg,sample-486_SideView_2.jpg
2024,100,260,3.128,150,70,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-487,25.95208269,sample-487_FrontView.jpg,sample-487_SideView_1.jpg,sample-487_SideView_2.jpg
2025,100,260,3.128,150,70,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-488,0.585543939,sample-488_FrontView.jpg,sample-488_SideView_1.jpg,sample-488_SideView_2.jpg
2026,100,260,3.128,150,70,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-489,0.768330999,sample-489_FrontView.jpg,sample-489_SideView_1.jpg,sample-489_SideView_2.jpg
2027,100,180,3.128,150,250,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-49,34.44352876,sample-49_FrontView.jpg,sample-49_SideView_1.jpg,sample-49_SideView_2.jpg
2028,100,260,3.128,150,70,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-490,9.23606354,sample-490_FrontView.jpg,sample-490_SideView_1.jpg,sample-490_SideView_2.jpg
2029,100,260,3.128,150,70,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-491,0.487514965,sample-491_FrontView.jpg,sample-491_SideView_1.jpg,sample-491_SideView_2.jpg
2030,100,260,3.128,150,70,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-492,0.729193132,sample-492_FrontView.jpg,sample-492_SideView_1.jpg,sample-492_SideView_2.jpg
2031,100,260,3.128,150,70,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-493,9.670222908,sample-493_FrontView.jpg,sample-493_SideView_1.jpg,sample-493_SideView_2.jpg
2032,100,260,3.128,150,70,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-494,0.555012288,sample-494_FrontView.jpg,sample-494_SideView_1.jpg,sample-494_SideView_2.jpg
2033,100,260,3.128,150,70,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-495,0.709437917,sample-495_FrontView.jpg,sample-495_SideView_1.jpg,sample-495_SideView_2.jpg
2034,100,260,3.128,150,70,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-496,46.41854913,sample-496_FrontView.jpg,sample-496_SideView_1.jpg,sample-496_SideView_2.jpg
2035,100,260,3.128,150,70,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-497,0.708832012,sample-497_FrontView.jpg,sample-497_SideView_1.jpg,sample-497_SideView_2.jpg
2036,100,260,3.128,150,70,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-498,0.701269265,sample-498_FrontView.jpg,sample-498_SideView_1.jpg,sample-498_SideView_2.jpg
2037,100,260,3.128,150,70,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-499,47.1264046,sample-499_FrontView.jpg,sample-499_SideView_1.jpg,sample-499_SideView_2.jpg
2038,100,180,3.128,150,103,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-5,0.582786978,sample-5_FrontView.jpg,sample-5_SideView_1.jpg,sample-5_SideView_2.jpg
2039,100,180,3.128,150,250,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-50,0.53663829,sample-50_FrontView.jpg,sample-50_SideView_1.jpg,sample-50_SideView_2.jpg
2040,100,260,3.128,150,70,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-500,0.727322507,sample-500_FrontView.jpg,sample-500_SideView_1.jpg,sample-500_SideView_2.jpg
2041,100,260,3.128,150,70,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-501,0.786850351,sample-501_FrontView.jpg,sample-501_SideView_1.jpg,sample-501_SideView_2.jpg
2042,100,260,3.128,150,70,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-502,9.491650095,sample-502_FrontView.jpg,sample-502_SideView_1.jpg,sample-502_SideView_2.jpg
2043,100,260,3.128,150,70,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-503,0.47138098,sample-503_FrontView.jpg,sample-503_SideView_1.jpg,sample-503_SideView_2.jpg
2044,100,260,3.128,150,70,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-504,0.643941696,sample-504_FrontView.jpg,sample-504_SideView_1.jpg,sample-504_SideView_2.jpg
2045,100,260,3.128,150,70,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-505,11.82361059,sample-505_FrontView.jpg,sample-505_SideView_1.jpg,sample-505_SideView_2.jpg
2046,100,260,3.128,150,70,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-506,0.488380943,sample-506_FrontView.jpg,sample-506_SideView_1.jpg,sample-506_SideView_2.jpg
2047,100,260,3.128,150,70,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-507,0.694402642,sample-507_FrontView.jpg,sample-507_SideView_1.jpg,sample-507_SideView_2.jpg
2048,100,260,3.128,70,103,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-508,25.27113248,sample-508_FrontView.jpg,sample-508_SideView_1.jpg,sample-508_SideView_2.jpg
2049,100,260,3.128,70,103,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-509,0.814131597,sample-509_FrontView.jpg,sample-509_SideView_1.jpg,sample-509_SideView_2.jpg
2050,100,180,3.128,150,250,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-51,0.751943386,sample-51_FrontView.jpg,sample-51_SideView_1.jpg,sample-51_SideView_2.jpg
2051,100,260,3.128,70,103,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-510,1.451359282,sample-510_FrontView.jpg,sample-510_SideView_1.jpg,sample-510_SideView_2.jpg
2052,100,260,3.128,70,103,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-511,17.98161526,sample-511_FrontView.jpg,sample-511_SideView_1.jpg,sample-511_SideView_2.jpg
2053,100,260,3.128,70,103,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-512,0.682366945,sample-512_FrontView.jpg,sample-512_SideView_1.jpg,sample-512_SideView_2.jpg
2054,100,260,3.128,70,103,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-513,1.179675961,sample-513_FrontView.jpg,sample-513_SideView_1.jpg,sample-513_SideView_2.jpg
2055,100,260,3.128,70,103,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-514,13.2214673,sample-514_FrontView.jpg,sample-514_SideView_1.jpg,sample-514_SideView_2.jpg
2056,100,260,3.128,70,103,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-515,0.633236574,sample-515_FrontView.jpg,sample-515_SideView_1.jpg,sample-515_SideView_2.jpg
2057,100,260,3.128,70,103,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-516,1.286499073,sample-516_FrontView.jpg,sample-516_SideView_1.jpg,sample-516_SideView_2.jpg
2058,100,260,3.128,70,103,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-517,12.90101986,sample-517_FrontView.jpg,sample-517_SideView_1.jpg,sample-517_SideView_2.jpg
2059,100,260,3.128,70,103,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-518,0.905349936,sample-518_FrontView.jpg,sample-518_SideView_1.jpg,sample-518_SideView_2.jpg
2060,100,260,3.128,70,103,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-519,1.2329492,sample-519_FrontView.jpg,sample-519_SideView_1.jpg,sample-519_SideView_2.jpg
2061,100,180,3.128,150,70,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-52,7.696082912,sample-52_FrontView.jpg,sample-52_SideView_1.jpg,sample-52_SideView_2.jpg
2062,100,260,3.128,70,103,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-520,22.3356101,sample-520_FrontView.jpg,sample-520_SideView_1.jpg,sample-520_SideView_2.jpg
2063,100,260,3.128,70,103,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-521,0.659728447,sample-521_FrontView.jpg,sample-521_SideView_1.jpg,sample-521_SideView_2.jpg
2064,100,260,3.128,70,103,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-522,1.061192101,sample-522_FrontView.jpg,sample-522_SideView_1.jpg,sample-522_SideView_2.jpg
2065,100,260,3.128,70,103,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-523,23.00229602,sample-523_FrontView.jpg,sample-523_SideView_1.jpg,sample-523_SideView_2.jpg
2066,100,260,3.128,70,103,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-524,0.626105874,sample-524_FrontView.jpg,sample-524_SideView_1.jpg,sample-524_SideView_2.jpg
2067,100,260,3.128,70,103,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-525,1.151236118,sample-525_FrontView.jpg,sample-525_SideView_1.jpg,sample-525_SideView_2.jpg
2068,100,260,3.128,70,103,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-526,11.02913449,sample-526_FrontView.jpg,sample-526_SideView_1.jpg,sample-526_SideView_2.jpg
2069,100,260,3.128,70,103,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-527,0.634160484,sample-527_FrontView.jpg,sample-527_SideView_1.jpg,sample-527_SideView_2.jpg
2070,100,260,3.128,70,103,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-528,1.068943816,sample-528_FrontView.jpg,sample-528_SideView_1.jpg,sample-528_SideView_2.jpg
2071,100,260,3.128,70,103,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-529,9.049752583,sample-529_FrontView.jpg,sample-529_SideView_1.jpg,sample-529_SideView_2.jpg
2072,100,180,3.128,150,70,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-53,0.526766385,sample-53_FrontView.jpg,sample-53_SideView_1.jpg,sample-53_SideView_2.jpg
2073,100,260,3.128,70,103,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-530,0.77238767,sample-530_FrontView.jpg,sample-530_SideView_1.jpg,sample-530_SideView_2.jpg
2074,100,260,3.128,70,103,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-531,1.011696135,sample-531_FrontView.jpg,sample-531_SideView_1.jpg,sample-531_SideView_2.jpg
2075,100,180,3.128,150,70,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-54,8.531989393,sample-54_FrontView.jpg,sample-54_SideView_1.jpg,sample-54_SideView_2.jpg
2076,100,180,3.128,150,70,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-55,29.93992916,sample-55_FrontView.jpg,sample-55_SideView_1.jpg,sample-55_SideView_2.jpg
2077,100,260,3.128,70,70,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-556,28.74986134,sample-556_FrontView.jpg,sample-556_SideView_1.jpg,sample-556_SideView_2.jpg
2078,100,260,3.128,70,70,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-557,0.743469183,sample-557_FrontView.jpg,sample-557_SideView_1.jpg,sample-557_SideView_2.jpg
2079,100,260,3.128,70,70,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-558,6.684924331,sample-558_FrontView.jpg,sample-558_SideView_1.jpg,sample-558_SideView_2.jpg
2080,100,260,3.128,70,70,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-559,31.16589731,sample-559_FrontView.jpg,sample-559_SideView_1.jpg,sample-559_SideView_2.jpg
2081,100,180,3.128,150,70,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-56,0.544244643,sample-56_FrontView.jpg,sample-56_SideView_1.jpg,sample-56_SideView_2.jpg
2082,100,260,3.128,70,70,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-560,0.72688491,sample-560_FrontView.jpg,sample-560_SideView_1.jpg,sample-560_SideView_2.jpg
2083,100,260,3.128,70,70,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-561,5.678181181,sample-561_FrontView.jpg,sample-561_SideView_1.jpg,sample-561_SideView_2.jpg
2084,100,260,3.128,70,70,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-562,9.109595291,sample-562_FrontView.jpg,sample-562_SideView_1.jpg,sample-562_SideView_2.jpg
2085,100,260,3.128,70,70,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-563,0.872762787,sample-563_FrontView.jpg,sample-563_SideView_1.jpg,sample-563_SideView_2.jpg
2086,100,260,3.128,70,70,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-564,2.241460064,sample-564_FrontView.jpg,sample-564_SideView_1.jpg,sample-564_SideView_2.jpg
2087,100,260,3.128,70,70,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-565,8.824220748,sample-565_FrontView.jpg,sample-565_SideView_1.jpg,sample-565_SideView_2.jpg
2088,100,260,3.128,70,70,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-566,0.872844726,sample-566_FrontView.jpg,sample-566_SideView_1.jpg,sample-566_SideView_2.jpg
2089,100,260,3.128,70,70,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-567,2.003322593,sample-567_FrontView.jpg,sample-567_SideView_1.jpg,sample-567_SideView_2.jpg
2090,100,260,3.128,70,70,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-568,23.82201036,sample-568_FrontView.jpg,sample-568_SideView_1.jpg,sample-568_SideView_2.jpg
2091,100,260,3.128,70,70,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-569,0.82512079,sample-569_FrontView.jpg,sample-569_SideView_1.jpg,sample-569_SideView_2.jpg
2092,100,180,3.128,150,70,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-57,10.25948316,sample-57_FrontView.jpg,sample-57_SideView_1.jpg,sample-57_SideView_2.jpg
2093,100,260,3.128,70,70,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-570,3.122584899,sample-570_FrontView.jpg,sample-570_SideView_1.jpg,sample-570_SideView_2.jpg
2094,100,260,3.128,70,70,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-571,27.42084926,sample-571_FrontView.jpg,sample-571_SideView_1.jpg,sample-571_SideView_2.jpg
2095,100,260,3.128,70,70,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-572,0.912876372,sample-572_FrontView.jpg,sample-572_SideView_1.jpg,sample-572_SideView_2.jpg
2096,100,260,3.128,70,70,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-573,1.240460274,sample-573_FrontView.jpg,sample-573_SideView_1.jpg,sample-573_SideView_2.jpg
2097,100,260,3.128,70,70,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-574,9.406312476,sample-574_FrontView.jpg,sample-574_SideView_1.jpg,sample-574_SideView_2.jpg
2098,100,260,3.128,70,70,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-575,0.696619134,sample-575_FrontView.jpg,sample-575_SideView_1.jpg,sample-575_SideView_2.jpg
2099,100,260,3.128,70,70,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-576,1.212140922,sample-576_FrontView.jpg,sample-576_SideView_1.jpg,sample-576_SideView_2.jpg
2100,100,260,3.128,70,70,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-577,9.318581097,sample-577_FrontView.jpg,sample-577_SideView_1.jpg,sample-577_SideView_2.jpg
2101,100,260,3.128,70,70,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-578,0.699057048,sample-578_FrontView.jpg,sample-578_SideView_1.jpg,sample-578_SideView_2.jpg
2102,100,260,3.128,70,70,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-579,1.214539107,sample-579_FrontView.jpg,sample-579_SideView_1.jpg,sample-579_SideView_2.jpg
2103,100,180,3.128,150,70,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-58,38.48723213,sample-58_FrontView.jpg,sample-58_SideView_1.jpg,sample-58_SideView_2.jpg
2104,100,260,3.128,90,103,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-580,26.36285955,sample-580_FrontView.jpg,sample-580_SideView_1.jpg,sample-580_SideView_2.jpg
