id,MoE-Inner-Warp,MoE-Inner-Weft,SM-Inner,MoE-Outer-Warp,MoE-Outer-Weft,SM-Outer,Friction Coefficient,Axial Load,Pre-strain,sample,Bunching (mm),image-front,image-s1,image-s2
287,140,180,3.128,150,103,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-1317,5.334867505,sample-1317_FrontView.jpg,sample-1317_SideView_1.jpg,sample-1317_SideView_2.jpg
288,140,180,3.128,150,103,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-1318,20.70797629,sample-1318_FrontView.jpg,sample-1318_SideView_1.jpg,sample-1318_SideView_2.jpg
289,140,180,3.128,150,103,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-1319,0.476109824,sample-1319_FrontView.jpg,sample-1319_SideView_1.jpg,sample-1319_SideView_2.jpg
290,100,180,3.128,70,70,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-132,5.749674586,sample-132_FrontView.jpg,sample-132_SideView_1.jpg,sample-132_SideView_2.jpg
291,140,180,3.128,150,103,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-1320,3.641500531,sample-1320_FrontView.jpg,sample-1320_SideView_1.jpg,sample-1320_SideView_2.jpg
292,140,180,3.128,150,103,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-1323,3.110913945,sample-1323_FrontView.jpg,sample-1323_SideView_1.jpg,sample-1323_SideView_2.jpg
293,140,180,3.128,150,250,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-1325,0.360578995,sample-1325_FrontView.jpg,sample-1325_SideView_1.jpg,sample-1325_SideView_2.jpg
294,140,180,3.128,150,250,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-1326,0.83744629,sample-1326_FrontView.jpg,sample-1326_SideView_1.jpg,sample-1326_SideView_2.jpg
295,140,180,3.128,150,250,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-1327,23.38159755,sample-1327_FrontView.jpg,sample-1327_SideView_1.jpg,sample-1327_SideView_2.jpg
296,140,180,3.128,150,250,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-1328,0.368428065,sample-1328_FrontView.jpg,sample-1328_SideView_1.jpg,sample-1328_SideView_2.jpg
297,140,180,3.128,150,250,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-1329,0.70416695,sample-1329_FrontView.jpg,sample-1329_SideView_1.jpg,sample-1329_SideView_2.jpg
298,100,180,3.128,70,70,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-133,29.87032342,sample-133_FrontView.jpg,sample-133_SideView_1.jpg,sample-133_SideView_2.jpg
299,140,180,3.128,150,250,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-1330,18.11240634,sample-1330_FrontView.jpg,sample-1330_SideView_1.jpg,sample-1330_SideView_2.jpg
300,140,180,3.128,150,250,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-1331,0.441156677,sample-1331_FrontView.jpg,sample-1331_SideView_1.jpg,sample-1331_SideView_2.jpg
301,140,180,3.128,150,250,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-1332,0.702803565,sample-1332_FrontView.jpg,sample-1332_SideView_1.jpg,sample-1332_SideView_2.jpg
302,140,180,3.128,150,250,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-1334,0.354609526,sample-1334_FrontView.jpg,sample-1334_SideView_1.jpg,sample-1334_SideView_2.jpg
303,140,180,3.128,150,250,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-1335,0.590087456,sample-1335_FrontView.jpg,sample-1335_SideView_1.jpg,sample-1335_SideView_2.jpg
304,140,180,3.128,150,250,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-1336,22.16726111,sample-1336_FrontView.jpg,sample-1336_SideView_1.jpg,sample-1336_SideView_2.jpg
305,140,180,3.128,150,250,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-1337,0.452743965,sample-1337_FrontView.jpg,sample-1337_SideView_1.jpg,sample-1337_SideView_2.jpg
306,140,180,3.128,150,250,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-1339,20.2363772,sample-1339_FrontView.jpg,sample-1339_SideView_1.jpg,sample-1339_SideView_2.jpg
307,100,180,3.128,70,70,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-134,0.998995285,sample-134_FrontView.jpg,sample-134_SideView_1.jpg,sample-134_SideView_2.jpg
308,140,180,3.128,150,250,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-1340,0.428074619,sample-1340_FrontView.jpg,sample-1340_SideView_1.jpg,sample-1340_SideView_2.jpg
309,140,180,3.128,150,250,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-1343,0.361283784,sample-1343_FrontView.jpg,sample-1343_SideView_1.jpg,sample-1343_SideView_2.jpg
310,140,180,3.128,150,250,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-1344,0.623795488,sample-1344_FrontView.jpg,sample-1344_SideView_1.jpg,sample-1344_SideView_2.jpg
311,140,180,3.128,150,250,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-1345,15.13191246,sample-1345_FrontView.jpg,sample-1345_SideView_1.jpg,sample-1345_SideView_2.jpg
312,140,180,3.128,150,250,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-1346,0.330146959,sample-1346_FrontView.jpg,sample-1346_SideView_1.jpg,sample-1346_SideView_2.jpg
313,140,180,3.128,150,250,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-1347,0.614376528,sample-1347_FrontView.jpg,sample-1347_SideView_1.jpg,sample-1347_SideView_2.jpg
314,140,180,3.128,150,70,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-1349,0.450479248,sample-1349_FrontView.jpg,sample-1349_SideView_1.jpg,sample-1349_SideView_2.jpg
315,100,180,3.128,70,70,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-135,5.398872627,sample-135_FrontView.jpg,sample-135_SideView_1.jpg,sample-135_SideView_2.jpg
316,140,180,3.128,150,70,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-1350,8.6145319,sample-1350_FrontView.jpg,sample-1350_SideView_1.jpg,sample-1350_SideView_2.jpg
317,140,180,3.128,150,70,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-1351,28.49532102,sample-1351_FrontView.jpg,sample-1351_SideView_1.jpg,sample-1351_SideView_2.jpg
318,140,180,3.128,150,70,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-1352,0.401398676,sample-1352_FrontView.jpg,sample-1352_SideView_1.jpg,sample-1352_SideView_2.jpg
319,140,180,3.128,150,70,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-1354,26.93931304,sample-1354_FrontView.jpg,sample-1354_SideView_1.jpg,sample-1354_SideView_2.jpg
320,140,180,3.128,150,70,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-1355,0.488429357,sample-1355_FrontView.jpg,sample-1355_SideView_1.jpg,sample-1355_SideView_2.jpg
321,140,180,3.128,150,70,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-1358,0.442098642,sample-1358_FrontView.jpg,sample-1358_SideView_1.jpg,sample-1358_SideView_2.jpg
322,100,180,3.128,70,70,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-136,56.17772158,sample-136_FrontView.jpg,sample-136_SideView_1.jpg,sample-136_SideView_2.jpg
323,140,180,3.128,150,70,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-1360,33.71956787,sample-1360_FrontView.jpg,sample-1360_SideView_1.jpg,sample-1360_SideView_2.jpg
324,140,180,3.128,150,70,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-1361,0.434899407,sample-1361_FrontView.jpg,sample-1361_SideView_1.jpg,sample-1361_SideView_2.jpg
325,140,180,3.128,150,70,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-1362,5.289408873,sample-1362_FrontView.jpg,sample-1362_SideView_1.jpg,sample-1362_SideView_2.jpg
326,140,180,3.128,150,70,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-1363,23.91668466,sample-1363_FrontView.jpg,sample-1363_SideView_1.jpg,sample-1363_SideView_2.jpg
327,140,180,3.128,150,70,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-1367,0.466003846,sample-1367_FrontView.jpg,sample-1367_SideView_1.jpg,sample-1367_SideView_2.jpg
328,140,180,3.128,150,70,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-1369,26.43528777,sample-1369_FrontView.jpg,sample-1369_SideView_1.jpg,sample-1369_SideView_2.jpg
329,100,180,3.128,70,70,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-137,0.805119931,sample-137_FrontView.jpg,sample-137_SideView_1.jpg,sample-137_SideView_2.jpg
330,140,180,3.128,150,70,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-1371,3.031905957,sample-1371_FrontView.jpg,sample-1371_SideView_1.jpg,sample-1371_SideView_2.jpg
331,140,180,3.128,70,103,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-1372,29.44828622,sample-1372_FrontView.jpg,sample-1372_SideView_1.jpg,sample-1372_SideView_2.jpg
332,140,180,3.128,70,103,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-1373,0.572080449,sample-1373_FrontView.jpg,sample-1373_SideView_1.jpg,sample-1373_SideView_2.jpg
333,140,180,3.128,70,103,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-1374,8.683646265,sample-1374_FrontView.jpg,sample-1374_SideView_1.jpg,sample-1374_SideView_2.jpg
334,140,180,3.128,70,103,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-1376,0.491323645,sample-1376_FrontView.jpg,sample-1376_SideView_1.jpg,sample-1376_SideView_2.jpg
335,140,180,3.128,70,103,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-1377,14.59656711,sample-1377_FrontView.jpg,sample-1377_SideView_1.jpg,sample-1377_SideView_2.jpg
336,140,180,3.128,70,103,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-1379,0.447474071,sample-1379_FrontView.jpg,sample-1379_SideView_1.jpg,sample-1379_SideView_2.jpg
337,100,180,3.128,70,70,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-138,4.947007743,sample-138_FrontView.jpg,sample-138_SideView_1.jpg,sample-138_SideView_2.jpg
338,140,180,3.128,70,103,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-1380,6.738043852,sample-1380_FrontView.jpg,sample-1380_SideView_1.jpg,sample-1380_SideView_2.jpg
339,140,180,3.128,70,103,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-1381,22.28491837,sample-1381_FrontView.jpg,sample-1381_SideView_1.jpg,sample-1381_SideView_2.jpg
340,140,180,3.128,70,103,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-1382,0.403716361,sample-1382_FrontView.jpg,sample-1382_SideView_1.jpg,sample-1382_SideView_2.jpg
341,140,180,3.128,70,103,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-1383,5.220463563,sample-1383_FrontView.jpg,sample-1383_SideView_1.jpg,sample-1383_SideView_2.jpg
342,140,180,3.128,70,103,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-1384,31.89864345,sample-1384_FrontView.jpg,sample-1384_SideView_1.jpg,sample-1384_SideView_2.jpg
343,140,180,3.128,70,103,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-1385,0.440170245,sample-1385_FrontView.jpg,sample-1385_SideView_1.jpg,sample-1385_SideView_2.jpg
344,140,180,3.128,70,103,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-1386,5.591198862,sample-1386_FrontView.jpg,sample-1386_SideView_1.jpg,sample-1386_SideView_2.jpg
345,140,180,3.128,70,103,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-1387,38.43271599,sample-1387_FrontView.jpg,sample-1387_SideView_1.jpg,sample-1387_SideView_2.jpg
346,140,180,3.128,70,103,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-1388,0.461639022,sample-1388_FrontView.jpg,sample-1388_SideView_1.jpg,sample-1388_SideView_2.jpg
347,140,180,3.128,70,103,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-1389,8.407497018,sample-1389_FrontView.jpg,sample-1389_SideView_1.jpg,sample-1389_SideView_2.jpg
348,100,180,3.128,70,70,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-139,37.12391379,sample-139_FrontView.jpg,sample-139_SideView_1.jpg,sample-139_SideView_2.jpg
349,140,180,3.128,70,103,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-1390,23.40655848,sample-1390_FrontView.jpg,sample-1390_SideView_1.jpg,sample-1390_SideView_2.jpg
350,140,180,3.128,70,103,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-1391,0.443404364,sample-1391_FrontView.jpg,sample-1391_SideView_1.jpg,sample-1391_SideView_2.jpg
351,140,180,3.128,70,103,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-1392,6.035706357,sample-1392_FrontView.jpg,sample-1392_SideView_1.jpg,sample-1392_SideView_2.jpg
352,140,180,3.128,70,103,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-1393,22.82756963,sample-1393_FrontView.jpg,sample-1393_SideView_1.jpg,sample-1393_SideView_2.jpg
353,140,180,3.128,70,103,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-1395,5.251764118,sample-1395_FrontView.jpg,sample-1395_SideView_1.jpg,sample-1395_SideView_2.jpg
354,100,180,3.128,150,103,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-14,0.679977996,sample-14_FrontView.jpg,sample-14_SideView_1.jpg,sample-14_SideView_2.jpg
355,100,180,3.128,70,70,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-140,0.722121734,sample-140_FrontView.jpg,sample-140_SideView_1.jpg,sample-140_SideView_2.jpg
356,100,180,3.128,70,70,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-141,12.01507367,sample-141_FrontView.jpg,sample-141_SideView_1.jpg,sample-141_SideView_2.jpg
357,100,180,3.128,70,70,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-142,44.86945773,sample-142_FrontView.jpg,sample-142_SideView_1.jpg,sample-142_SideView_2.jpg
358,140,180,3.128,70,70,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-1420,41.79404046,sample-1420_FrontView.jpg,sample-1420_SideView_1.jpg,sample-1420_SideView_2.jpg
359,140,180,3.128,70,70,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-1421,0.433294853,sample-1421_FrontView.jpg,sample-1421_SideView_1.jpg,sample-1421_SideView_2.jpg
360,140,180,3.128,70,70,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-1422,13.7198994,sample-1422_FrontView.jpg,sample-1422_SideView_1.jpg,sample-1422_SideView_2.jpg
361,140,180,3.128,70,70,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-1423,35.35565037,sample-1423_FrontView.jpg,sample-1423_SideView_1.jpg,sample-1423_SideView_2.jpg
362,140,180,3.128,70,70,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-1425,10.48818443,sample-1425_FrontView.jpg,sample-1425_SideView_1.jpg,sample-1425_SideView_2.jpg
363,140,180,3.128,70,70,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-1426,30.20139555,sample-1426_FrontView.jpg,sample-1426_SideView_1.jpg,sample-1426_SideView_2.jpg
364,140,180,3.128,70,70,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-1428,6.894382724,sample-1428_FrontView.jpg,sample-1428_SideView_1.jpg,sample-1428_SideView_2.jpg
365,140,180,3.128,70,70,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-1429,31.12072357,sample-1429_FrontView.jpg,sample-1429_SideView_1.jpg,sample-1429_SideView_2.jpg
366,100,180,3.128,70,70,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-143,0.727565851,sample-143_FrontView.jpg,sample-143_SideView_1.jpg,sample-143_SideView_2.jpg
367,140,180,3.128,70,70,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-1430,0.646403026,sample-1430_FrontView.jpg,sample-1430_SideView_1.jpg,sample-1430_SideView_2.jpg
368,140,180,3.128,70,70,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-1431,8.195859125,sample-1431_FrontView.jpg,sample-1431_SideView_1.jpg,sample-1431_SideView_2.jpg
369,140,180,3.128,70,70,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-1432,36.07328986,sample-1432_FrontView.jpg,sample-1432_SideView_1.jpg,sample-1432_SideView_2.jpg
370,140,180,3.128,70,70,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-1433,0.413436943,sample-1433_FrontView.jpg,sample-1433_SideView_1.jpg,sample-1433_SideView_2.jpg
371,140,180,3.128,70,70,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-1434,11.12480065,sample-1434_FrontView.jpg,sample-1434_SideView_1.jpg,sample-1434_SideView_2.jpg
372,140,180,3.128,70,70,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-1435,38.65967523,sample-1435_FrontView.jpg,sample-1435_SideView_1.jpg,sample-1435_SideView_2.jpg
373,140,180,3.128,70,70,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-1436,0.454674702,sample-1436_FrontView.jpg,sample-1436_SideView_1.jpg,sample-1436_SideView_2.jpg
374,140,180,3.128,70,70,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-1439,0.54867133,sample-1439_FrontView.jpg,sample-1439_SideView_1.jpg,sample-1439_SideView_2.jpg
375,100,180,3.128,70,70,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-144,4.978416396,sample-144_FrontView.jpg,sample-144_SideView_1.jpg,sample-144_SideView_2.jpg
376,140,180,3.128,70,70,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-1440,9.378553488,sample-1440_FrontView.jpg,sample-1440_SideView_1.jpg,sample-1440_SideView_2.jpg
377,140,180,3.128,70,70,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-1441,35.21671649,sample-1441_FrontView.jpg,sample-1441_SideView_1.jpg,sample-1441_SideView_2.jpg
378,140,180,3.128,70,70,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-1442,0.543161724,sample-1442_FrontView.jpg,sample-1442_SideView_1.jpg,sample-1442_SideView_2.jpg
379,140,180,3.128,90,103,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-1444,31.05714131,sample-1444_FrontView.jpg,sample-1444_SideView_1.jpg,sample-1444_SideView_2.jpg
380,140,180,3.128,90,103,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-1445,0.526101358,sample-1445_FrontView.jpg,sample-1445_SideView_1.jpg,sample-1445_SideView_2.jpg
381,140,180,3.128,90,103,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-1447,23.95082045,sample-1447_FrontView.jpg,sample-1447_SideView_1.jpg,sample-1447_SideView_2.jpg
382,140,180,3.128,90,103,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-1448,0.447522336,sample-1448_FrontView.jpg,sample-1448_SideView_1.jpg,sample-1448_SideView_2.jpg
383,100,180,3.128,70,70,1.79,0.2,6.60E-05,Inside jacket 1.6%,sample-145,37.59170518,sample-145_FrontView.jpg,sample-145_SideView_1.jpg,sample-145_SideView_2.jpg
384,140,180,3.128,90,103,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-1450,21.46224325,sample-1450_FrontView.jpg,sample-1450_SideView_1.jpg,sample-1450_SideView_2.jpg
385,140,180,3.128,90,103,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-1451,0.490167552,sample-1451_FrontView.jpg,sample-1451_SideView_1.jpg,sample-1451_SideView_2.jpg
386,140,180,3.128,90,103,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-1452,5.546020669,sample-1452_FrontView.jpg,sample-1452_SideView_1.jpg,sample-1452_SideView_2.jpg
387,140,180,3.128,90,103,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-1455,6.46915725,sample-1455_FrontView.jpg,sample-1455_SideView_1.jpg,sample-1455_SideView_2.jpg
388,140,180,3.128,90,103,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-1456,30.6139598,sample-1456_FrontView.jpg,sample-1456_SideView_1.jpg,sample-1456_SideView_2.jpg
389,140,180,3.128,90,103,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-1458,4.875338276,sample-1458_FrontView.jpg,sample-1458_SideView_1.jpg,sample-1458_SideView_2.jpg
390,140,180,3.128,90,103,1.79,0.14,6.60E-05,Inside jacket 1.6%,sample-1459,27.71527052,sample-1459_FrontView.jpg,sample-1459_SideView_1.jpg,sample-1459_SideView_2.jpg
391,100,180,3.128,70,70,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-146,0.811622924,sample-146_FrontView.jpg,sample-146_SideView_1.jpg,sample-146_SideView_2.jpg
392,140,180,3.128,90,103,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-1460,0.457948311,sample-1460_FrontView.jpg,sample-1460_SideView_1.jpg,sample-1460_SideView_2.jpg
393,140,180,3.128,90,103,1.79,0.14,6.60E-05,Outside jacket 0.5%,sample-1461,4.795203044,sample-1461_FrontView.jpg,sample-1461_SideView_1.jpg,sample-1461_SideView_2.jpg
394,140,180,3.128,90,103,1.79,0.2,3.00E-05,Inside jacket 1.6%,sample-1462,19.93139956,sample-1462_FrontView.jpg,sample-1462_SideView_1.jpg,sample-1462_SideView_2.jpg
395,140,180,3.128,90,103,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-1464,3.714063899,sample-1464_FrontView.jpg,sample-1464_SideView_1.jpg,sample-1464_SideView_2.jpg
396,140,180,3.128,90,103,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-1466,0.599623113,sample-1466_FrontView.jpg,sample-1466_SideView_1.jpg,sample-1466_SideView_2.jpg
397,140,180,3.128,90,250,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-1468,33.67233387,sample-1468_FrontView.jpg,sample-1468_SideView_1.jpg,sample-1468_SideView_2.jpg
398,100,180,3.128,70,70,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-147,3.796083595,sample-147_FrontView.jpg,sample-147_SideView_1.jpg,sample-147_SideView_2.jpg
399,140,180,3.128,90,250,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-1470,4.807388918,sample-1470_FrontView.jpg,sample-1470_SideView_1.jpg,sample-1470_SideView_2.jpg
400,140,180,3.128,90,250,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-1472,1.307692484,sample-1472_FrontView.jpg,sample-1472_SideView_1.jpg,sample-1472_SideView_2.jpg
401,140,180,3.128,90,250,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-1473,4.72592528,sample-1473_FrontView.jpg,sample-1473_SideView_1.jpg,sample-1473_SideView_2.jpg
402,140,180,3.128,90,250,0.484,0.2,3.00E-05,Inside jacket 0.44%,sample-1475,4.553570713,sample-1475_FrontView.jpg,sample-1475_SideView_1.jpg,sample-1475_SideView_2.jpg
403,140,180,3.128,90,250,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-1476,3.154205813,sample-1476_FrontView.jpg,sample-1476_SideView_1.jpg,sample-1476_SideView_2.jpg
404,140,180,3.128,90,250,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-1477,40.54406035,sample-1477_FrontView.jpg,sample-1477_SideView_1.jpg,sample-1477_SideView_2.jpg
405,140,180,3.128,90,250,0.484,0.2,6.60E-05,Inside jacket 0.44%,sample-1478,5.561704354,sample-1478_FrontView.jpg,sample-1478_SideView_1.jpg,sample-1478_SideView_2.jpg
406,140,180,3.128,90,250,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-1479,6.219092902,sample-1479_FrontView.jpg,sample-1479_SideView_1.jpg,sample-1479_SideView_2.jpg
407,100,180,3.128,90,103,0.484,0.14,3.00E-05,Inside jacket 1.6%,sample-148,34.29441255,sample-148_FrontView.jpg,sample-148_SideView_1.jpg,sample-148_SideView_2.jpg
408,140,180,3.128,90,250,1.79,0.14,3.00E-05,Inside jacket 1.6%,sample-1480,47.29008967,sample-1480_FrontView.jpg,sample-1480_SideView_1.jpg,sample-1480_SideView_2.jpg
409,140,180,3.128,90,250,1.79,0.14,3.00E-05,Inside jacket 0.44%,sample-1481,0.575902451,sample-1481_FrontView.jpg,sample-1481_SideView_1.jpg,sample-1481_SideView_2.jpg
410,140,180,3.128,90,250,1.79,0.14,3.00E-05,Outside jacket 0.5%,sample-1482,5.20627013,sample-1482_FrontView.jpg,sample-1482_SideView_1.jpg,sample-1482_SideView_2.jpg
411,140,180,3.128,90,250,1.79,0.14,6.60E-05,Inside jacket 0.44%,sample-1484,0.45324128,sample-1484_FrontView.jpg,sample-1484_SideView_1.jpg,sample-1484_SideView_2.jpg
412,140,180,3.128,90,250,1.79,0.2,3.00E-05,Inside jacket 0.44%,sample-1487,5.362813079,sample-1487_FrontView.jpg,sample-1487_SideView_1.jpg,sample-1487_SideView_2.jpg
413,140,180,3.128,90,250,1.79,0.2,3.00E-05,Outside jacket 0.5%,sample-1488,5.094593439,sample-1488_FrontView.jpg,sample-1488_SideView_1.jpg,sample-1488_SideView_2.jpg
414,100,180,3.128,90,103,0.484,0.14,3.00E-05,Inside jacket 0.44%,sample-149,0.738572563,sample-149_FrontView.jpg,sample-149_SideView_1.jpg,sample-149_SideView_2.jpg
415,140,180,3.128,90,250,1.79,0.2,6.60E-05,Inside jacket 0.44%,sample-1490,5.100319931,sample-1490_FrontView.jpg,sample-1490_SideView_1.jpg,sample-1490_SideView_2.jpg
416,140,180,3.128,90,250,1.79,0.2,6.60E-05,Outside jacket 0.5%,sample-1491,2.840821352,sample-1491_FrontView.jpg,sample-1491_SideView_1.jpg,sample-1491_SideView_2.jpg
417,140,180,3.128,90,70,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-1494,8.203713668,sample-1494_FrontView.jpg,sample-1494_SideView_1.jpg,sample-1494_SideView_2.jpg
418,140,180,3.128,90,70,0.484,0.14,6.60E-05,Inside jacket 1.6%,sample-1495,31.27473559,sample-1495_FrontView.jpg,sample-1495_SideView_1.jpg,sample-1495_SideView_2.jpg
419,140,180,3.128,90,70,0.484,0.14,6.60E-05,Inside jacket 0.44%,sample-1496,0.454374795,sample-1496_FrontView.jpg,sample-1496_SideView_1.jpg,sample-1496_SideView_2.jpg
420,140,180,3.128,90,70,0.484,0.14,6.60E-05,Outside jacket 0.5%,sample-1497,8.477361572,sample-1497_FrontView.jpg,sample-1497_SideView_1.jpg,sample-1497_SideView_2.jpg
421,140,180,3.128,90,70,0.484,0.2,3.00E-05,Inside jacket 1.6%,sample-1498,26.64043074,sample-1498_FrontView.jpg,sample-1498_SideView_1.jpg,sample-1498_SideView_2.jpg
422,100,180,3.128,150,103,0.484,0.2,6.60E-05,Outside jacket 0.5%,sample-15,0.885037031,sample-15_FrontView.jpg,sample-15_SideView_1.jpg,sample-15_SideView_2.jpg
423,100,180,3.128,90,103,0.484,0.14,3.00E-05,Outside jacket 0.5%,sample-150,6.21204947,sample-150_FrontView.jpg,sample-150_SideView_1.jpg,sample-150_SideView_2.jpg
424,140,180,3.128,90,70,0.484,0.2,3.00E-05,Outside jacket 0.5%,sample-1500,7.959461533,sample-1500_FrontView.jpg,sample-1500_SideView_1.jpg,sample-1500_SideView_2.jpg
425,140,180,3.128,90,70,0.484,0.2,6.60E-05,Inside jacket 1.6%,sample-1501,30.50647706,sample-1501_FrontView.jpg,sample-1501_SideView_1.jpg,sample-1501_SideView_2.jpg
